name,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,RS,SE,SI,SK
2015-01-01 00:00:00,101.340388993,120.780565652,66.1190874993,120.77751587,120.735634062,93.3971065601,66.0851539751,14.7427021457,65.9683518099,120.297886306,65.9263182118,120.297799792,2.45702921157,120.781397566,120.780053708,120.797908245,1.34650493451,120.735963343,65.9732835257,66.0870525836,65.9721116342,14.7211020076,14.7430849389,66.0854877693,120.298796284,120.766009903,120.779578368,14.7545775594,120.757601985,93.4012932693
2015-01-01 01:00:00,101.340231129,120.780191598,66.1190045552,120.777192491,120.735517654,93.3668308822,66.085026915,14.7409859981,65.92728582,120.297876723,65.9219937411,120.297668273,2.45703135573,120.78075731,120.779941826,120.797599645,1.31227606898,120.735945328,65.9299783925,66.0868600616,65.9291853414,14.7207837705,14.7430885711,66.0852583157,120.298575613,120.765912081,120.77965831,14.7545375721,120.754101714,93.3700542492
2015-01-01 02:00:00,101.339987096,120.780335981,66.1188882305,120.777057451,120.735730095,93.3386833342,66.0849479695,14.7373946995,65.9238148498,120.297845965,65.9231127126,120.297565371,2.45698619544,120.780647994,120.7801513,120.797287999,1.27242544662,120.73593575,65.9250988074,66.0867540033,65.9247335552,14.720209258,14.7430744409,66.0851508072,120.298331438,120.765845511,120.778875761,14.7544722182,120.756793096,93.3413203059
2015-01-01 03:00:00,101.339628318,120.78034803,66.1188185371,120.776951338,120.735815338,93.3172250392,66.0848060435,14.699781395,65.9366178978,120.297832042,65.9353994985,120.29757832,2.45696519735,120.780689069,120.780131328,120.797037916,1.25120706374,120.735923175,65.9383943677,66.0865692204,65.9378733324,14.7191009372,14.7430625049,66.0850427383,120.298189143,120.765584357,120.77801905,14.7543152183,120.758180875,93.319837485
2015-01-01 04:00:00,101.339218948,120.780370446,66.1187777286,120.776611685,120.73583067,93.2917718876,66.0846332456,14.1982604992,65.9469945656,120.297822849,65.9450043627,120.297599036,2.45694806528,120.780751334,120.780076531,120.796777007,1.24556311031,120.735906543,65.9493268217,66.0864419413,65.9486439867,14.7181431826,14.7430583757,66.0849010664,120.29809705,120.765518336,120.777953623,14.754102656,120.757918029,93.2944205985
2015-01-01 05:00:00,101.338591632,120.780148012,66.118752977,120.775870934,120.73576989,93.2670416071,66.0843876176,14.1848655732,65.9439394919,120.297807449,65.9420731988,120.297565393,2.45692986843,120.780746255,120.779882868,120.796312584,1.24361634818,120.735876337,65.9462738807,66.0861784543,65.9456053269,14.7172506525,14.7430584564,66.0847506904,120.298014462,120.765667924,120.777190321,14.753855602,120.75741655,93.269724976
2015-01-01 06:00:00,101.337587361,120.778596295,66.1183998087,120.769488292,120.735557763,93.2397942266,66.0842844048,14.1811629052,65.928619905,120.297764691,65.9321920462,120.297008625,2.45693074928,120.77811167,120.779060073,120.794688042,1.24300870164,120.735771435,65.9288705502,66.0860544628,65.9287905288,14.71853908,14.7430588711,66.0845137957,120.297907386,120.763049141,120.771909977,14.7542940562,120.754296185,93.2422519459
2015-01-01 07:00:00,101.329000146,120.73295907,66.1180198677,111.265534568,120.729168015,92.2940870696,66.0840415293,14.1820032118,65.909530873,120.297660129,65.9134432073,120.296463904,2.45691128767,111.314377133,120.739061769,120.756958402,1.24275939415,120.729569638,65.9102140051,66.0854158284,65.9100377431,14.7122638928,14.7430576417,66.0842889036,120.297503594,111.264670386,111.266115949,14.754132958,120.734344584,92.2953985527
2015-01-01 08:00:00,66.0844439781,111.18132933,66.0840066901,111.223116441,66.0797922017,80.3998626199,66.0652386527,14.1839540325,65.9120354781,66.0836388206,65.9165296702,66.0837977111,2.45687754435,111.312072394,111.25069793,111.261779159,1.24265831304,60.9372834772,65.9131006821,66.0674411746,65.9128552374,14.2249860557,14.743051066,66.0825741828,66.0842292887,111.204669526,111.180232592,14.7538640219,66.9175778825,80.4502209112
2015-01-01 09:00:00,66.0825488338,66.514797511,60.9373280574,73.8560689711,60.9372981329,80.3921985827,51.1423284515,14.1862588492,65.9193339063,0.0174540043498,65.9271058474,60.9370518939,2.45685783172,111.311694327,111.245362507,111.254524275,1.24269832686,60.9367005223,65.9202800227,52.7794936479,65.9199693735,7.09066584263,14.7430479733,66.081000169,0.0196738764362,73.8593459242,66.5127747882,14.7539108213,66.8233660416,80.4320620319
