# Renewables.ninja Solar PV (Point API) - 56.400, 6.800 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in unknown timezone, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC
# {"units": {"time": "UTC", "local_time": "unknown timezone", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "56.4", "lon": "6.8", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "8000", "system_loss": "0.1", "tracking": "1", "tilt": "40", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-01-01 00:00,,0,0,0,9.048
2019-01-01 01:00,,0,0,0,9.117
2019-01-01 02:00,,0,0,0,8.534
2019-01-01 03:00,,0,0,0,8.180
2019-01-01 04:00,,0,0,0,8.077
2019-01-01 05:00,,0,0,0,7.711
2019-01-01 06:00,,0,0,0,7.677
2019-01-01 07:00,,0,0,0,7.687
2019-01-01 08:00,,127.759,0.020,0.009,7.390
2019-01-01 09:00,,685.193,0.062,0.044,6.852
2019-01-01 10:00,,1233.557,0.104,0.074,6.552
2019-01-01 11:00,,1170.700,0.086,0.083,6.444
2019-01-01 12:00,,1194.239,0.096,0.076,6.319
2019-01-01 13:00,,727.595,0.063,0.048,6.216
2019-01-01 14:00,,123.933,0.017,0.012,6.146
2019-01-01 15:00,,0,0,0,6.184
2019-01-01 16:00,,0,0,0,6.599
2019-01-01 17:00,,0,0,0,7.018
2019-01-01 18:00,,0,0,0,7.284
2019-01-01 19:00,,0,0,0,7.256
2019-01-01 20:00,,0,0,0,7.059
2019-01-01 21:00,,0,0,0,6.874
2019-01-01 22:00,,0,0,0,6.755
2019-01-01 23:00,,0,0,0,6.690
2019-01-02 00:00,,0,0,0,6.628
2019-01-02 01:00,,0,0,0,6.602
2019-01-02 02:00,,0,0,0,6.594
2019-01-02 03:00,,0,0,0,6.590
2019-01-02 04:00,,0,0,0,6.599
2019-01-02 05:00,,0,0,0,6.627
2019-01-02 06:00,,0,0,0,6.657
2019-01-02 07:00,,0,0,0,6.676
2019-01-02 08:00,,749.898,0.103,0.012,6.702
2019-01-02 09:00,,2389.208,0.290,0.042,6.695
2019-01-02 10:00,,3233.390,0.395,0.054,6.676
2019-01-02 11:00,,3396.046,0.414,0.059,6.687
2019-01-02 12:00,,3012.532,0.359,0.058,6.674
2019-01-02 13:00,,1876.535,0.215,0.047,6.615
2019-01-02 14:00,,398.310,0.053,0.014,6.623
2019-01-02 15:00,,0,0,0,6.607
2019-01-02 16:00,,0,0,0,6.529
2019-01-02 17:00,,0,0,0,6.444
2019-01-02 18:00,,0,0,0,6.378
2019-01-02 19:00,,0,0,0,6.345
2019-01-02 20:00,,0,0,0,6.325
2019-01-02 21:00,,0,0,0,6.295
2019-01-02 22:00,,0,0,0,6.263
2019-01-02 23:00,,0,0,0,6.233
2019-01-03 00:00,,0,0,0,6.214
2019-01-03 01:00,,0,0,0,6.199
2019-01-03 02:00,,0,0,0,6.181
2019-01-03 03:00,,0,0,0,6.188
2019-01-03 04:00,,0,0,0,6.248
2019-01-03 05:00,,0,0,0,6.326
2019-01-03 06:00,,0,0,0,6.415
2019-01-03 07:00,,0,0,0,6.514
2019-01-03 08:00,,649.766,0.089,0.012,6.629
2019-01-03 09:00,,1875.111,0.217,0.046,6.792
